2024-05-19 21:28:17,855 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-05-19 21:28:17,874 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-05-19 21:28:17,875 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2024-05-19 21:28:17,875 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2024-05-19 21:28:17,889 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2024-05-19 21:28:17,889 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2024-05-19 21:28:18,007 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2024-05-19 21:29:16,199 INFO  SwAddin.cs: 328 - Part export called
2024-05-19 21:29:16,220 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from capsule_whole
2024-05-19 21:29:16,243 INFO  ExportHelperExtension.cs: 1142 - Found 28 in capsule_whole
2024-05-19 21:29:16,243 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in capsule_whole
2024-05-19 21:29:16,244 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from capsule_whole
2024-05-19 21:29:16,244 INFO  ExportHelperExtension.cs: 1142 - Found 28 in capsule_whole
2024-05-19 21:29:16,245 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in capsule_whole
2024-05-19 21:29:16,245 INFO  SwAddin.cs: 344 - Showing part
2024-05-19 21:30:11,919 INFO  SwAddin.cs: 328 - Part export called
2024-05-19 21:30:11,929 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from capsule_whole
2024-05-19 21:30:11,929 INFO  ExportHelperExtension.cs: 1142 - Found 27 in capsule_whole
2024-05-19 21:30:11,930 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in capsule_whole
2024-05-19 21:30:11,930 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from capsule_whole
2024-05-19 21:30:11,931 INFO  ExportHelperExtension.cs: 1142 - Found 27 in capsule_whole
2024-05-19 21:30:11,931 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in capsule_whole
2024-05-19 21:30:11,931 INFO  SwAddin.cs: 344 - Showing part
2024-05-19 21:30:24,433 INFO  PackageXMLWriter.cs: 21 - Creating package.xml at D:\magnet_module\capsule_whole\manifest.xml
2024-05-19 21:30:24,442 INFO  ExportHelper.cs: 451 - Saving users preferences
2024-05-19 21:30:24,443 INFO  ExportHelper.cs: 465 - Setting STL preferences
2024-05-19 21:30:24,524 INFO  ExportHelper.cs: 479 - Returning STL preferences to user preferences
2024-05-19 21:31:21,655 INFO  SwAddin.cs: 328 - Part export called
2024-05-19 21:31:21,660 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from capsule_whole
2024-05-19 21:31:21,660 INFO  ExportHelperExtension.cs: 1142 - Found 27 in capsule_whole
2024-05-19 21:31:21,661 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in capsule_whole
2024-05-19 21:31:21,661 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from capsule_whole
2024-05-19 21:31:21,661 INFO  ExportHelperExtension.cs: 1142 - Found 27 in capsule_whole
2024-05-19 21:31:21,661 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in capsule_whole
2024-05-19 21:31:21,662 INFO  SwAddin.cs: 344 - Showing part
2024-05-19 21:31:54,664 INFO  PackageXMLWriter.cs: 21 - Creating package.xml at C:\Users\ding\Desktop\capsule_whole\manifest.xml
2024-05-19 21:31:54,667 INFO  ExportHelper.cs: 451 - Saving users preferences
2024-05-19 21:31:54,667 INFO  ExportHelper.cs: 465 - Setting STL preferences
2024-05-19 21:31:54,700 INFO  ExportHelper.cs: 479 - Returning STL preferences to user preferences
2024-05-19 21:35:36,696 INFO  SwAddin.cs: 328 - Part export called
2024-05-19 21:35:36,705 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from capsule_whole
2024-05-19 21:35:36,706 INFO  ExportHelperExtension.cs: 1142 - Found 27 in capsule_whole
2024-05-19 21:35:36,706 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in capsule_whole
2024-05-19 21:35:36,707 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from capsule_whole
2024-05-19 21:35:36,707 INFO  ExportHelperExtension.cs: 1142 - Found 27 in capsule_whole
2024-05-19 21:35:36,707 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in capsule_whole
2024-05-19 21:35:36,708 INFO  SwAddin.cs: 344 - Showing part
